,collection_date,country,host_species,reassortant,state,strain_name,subtype
0,2010-09-01,Egypt,Chicken/Avian,False,Menofia,A/chicken/Menofia/CAI10/2010,H5N1
1,2007-10-27,USA,Goose/Avian,False,California,A/greater white-fronted goose/California/44358-095/2007,H6N1
2,2008-11-15,,Mallard/Avian,False,Sweden,A/mallard/Sweden/79423/2008,H4N2
3,2009-02-03,USA,Green-Winged Teal/Avian,False,Texas,A/American green winged teal/Texas/A00604032/2009,H7N3
4,2007-12-05,USA,Northern Shoveler/Avian,False,California,A/northern shoveler/California/HKWF1199/2007,H3N5
5,2008-08-06,USA,Mallard/Avian,False,Maryland,A/mallard/Maryland/08OS1377/2008,H1N1
6,2011-03-09,China,Duck/Avian,False,Guangdong,A/duck/Guangdong/S1155/2011,H6N6
7,2011-07-20,,Ostrich/Avian,False,South Africa,A/ostrich/South Africa/AI2512/2011,H5N2
8,2010-09-10,Canada,American Black Duck/Avian,False,Nova Scotia,A/American black duck/Nova Scotia/00092/2010,H1N1
9,2009-08-20,USA,Northern Pintail/Avian,False,Interior Alaska,A/northern pintail/Interior Alaska/9BM12066R1/2009,H3N8
10,2011-10-16,USA,Mallard/Avian,False,Wisconsin,A/mallard/Wisconsin/11OS3422/2011,H11N9
11,2008-09-08,USA,Blue-Winged Teal/Avian,False,Missouri,A/blue winged teal/Missouri/A00624483/2008,H7N3
12,2009-10-20,China,Chicken/Avian,False,Hunan,A/chicken/Hunan/C3247/2009,H9N2
13,2009-08-09,Canada,American Black Duck/Avian,False,New Brunswick,A/American black duck/New Brunswick/03398/2009,H3N8
14,2010-08-25,Canada,Blue-Winged Teal/Avian,False,New Brunswick,A/blue-winged teal/New Brunswick/00770/2010,H3N8
15,2011-08-19,USA,Mallard/Avian,False,Ohio,A/mallard/Ohio/11OS2224/2011,H1N1
16,2011-10-02,USA,Blue-Winged Teal/Avian,False,Wisconsin,A/blue-winged teal/Wisconsin/11OS3027/2011,H4N6
17,2011-08-18,USA,Green-Winged Teal/Avian,False,Interior Alaska,A/American green-winged teal/Interior Alaska/11BM03479/2011,H4N6
18,2010-09-16,Canada,American Black Duck/Avian,False,New Brunswick,A/American black duck/New Brunswick/00986/2010,H4N6
19,2008-01-19,India,Chicken/Avian,False,West Bengal,A/chicken/West Bengal/81760/2008,H5N1
20,2012-05-20,,Ruddy Turnstone/Avian,True,Iceland,A/ruddy turnstone/Iceland/1946/2012,H2N7
21,2007-09-10,USA,Northern Shoveler/Avian,False,Interior Alaska,A/northern shoveler/Interior Alaska/7MP1081/2007,H1N1
22,2008-11-23,USA,Green-Winged Teal/Avian,False,California,A/green-winged teal/California/6990/2008,H6N1
23,2009-11-04,,Mallard/Avian,False,Sweden,A/mallard/Sweden/101111/2009,H11N9
24,2007-09-03,USA,Mallard/Avian,False,Interior Alaska,A/mallard/Interior Alaska/7MP1757/2007,H3N8
25,2012-01-10,Georgia,Mallard/Avian,False,Republic of Georgia,A/mallard/Republic of Georgia/1/2012,H1N1
26,2009-07-29,USA,Green-Winged Teal/Avian,False,Interior Alaska,A/American green-winged teal/Interior Alaska/9BM5045R0/2009,H8N4
27,2010-03-01,Egypt,Duck/Avian,False,El Fayoum,A/duck/El Fayoum/CAI1/2010,H5N1
28,2011-11-13,USA,Northern Shoveler/Avian,False,Illinois,A/northern shoveler/Illinois/11OS4404/2011,H7N3
29,2011-07-25,USA,Duck/Avian,False,Interior Alaska,A/duck/Interior Alaska/11PG00451/2011,H2N3
30,2010-07-26,USA,Mallard/Avian,False,Interior Alaska,A/mallard/Interior Alaska/10BM05860R0/2010,H7N3
31,2011-09-10,USA,American Wigeon/Avian,False,Interior Alaska,A/American wigeon/Interior Alaska/11CH00036/2011,H4N6
32,2011-10-30,USA,Mallard/Avian,False,Wisconsin,A/mallard/Wisconsin/11OS3578/2011,H10N7
33,2010-09-26,USA,Mallard/Avian,False,Wisconsin,A/mallard/Wisconsin/10OS2538/2010,H3N2
34,2011-10-03,,Duck/Avian,True,Japan,A/duck/Japan/11UO0008/2011,H5N2
35,2010-09-07,Canada,Gadwall/Avian,False,Nova Scotia,A/gadwall/Nova Scotia/00786/2010,H3N8
36,2012-07-23,USA,Mallard/Avian,False,California,A/mallard/California/2923/2012,H3N8
37,2009-01-03,USA,Gadwall/Avian,True,Arizona,A/gadwall/Arizona/A00663934/2009,H7N7
38,2010-01-17,USA,Northern Shoveler/Avian,True,Mississippi,A/northern shoveler/Mississippi/397/2010,H1N3
39,2012-06-06,China,Duck/Avian,False,Guangxi,A/duck/Guangxi/S2090/2012,H4N6
40,2009-08-20,Canada,Mallard/Avian,True,Alberta,A/mallard/Alberta/289/2009,H2N9
41,2010-08-08,Canada,Green-Winged Teal/Avian,False,New Brunswick,A/green-winged teal/New Brunswick/00335/2010,H3N8
42,2009-08-04,USA,Mallard/Avian,False,California,A/mallard/California/5359/2009,H5N2
43,2009-09-11,Canada,American Black Duck/Avian,False,New Brunswick,A/American black duck/New Brunswick/03552/2009,H4N6
44,2012-09-15,USA,Blue-Winged Teal/Avian,False,Ohio,A/blue-winged teal/Ohio/12OS2154/2012,H3N2
45,2010-08-12,Canada,American Black Duck/Avian,False,New Brunswick,A/American black duck/New Brunswick/00469/2010,H4N6
46,2012-11-10,USA,Gadwall/Avian,False,Ohio,A/gadwall/Ohio/12OS5632/2012,H5N2
47,2009-08-02,USA,Northern Pintail/Avian,False,Interior Alaska,A/northern pintail/Interior Alaska/9BM6039R0/2009,H4N6
48,2012-01-29,Georgia,Mallard/Avian,True,Republic of Georgia,A/mallard/Republic of Georgia/2/2012,H2N3
49,2008-09-11,USA,Green-Winged Teal/Avian,False,Minnesota,A/green-winged teal/Minnesota/Sg-01000/2008,H3N6
50,2011-12-09,USA,American Green-Winged Teal/Avian,False,Mississippi,A/American green-winged teal/Mississippi/11OS5903/2011,H4N6
51,2007-09-20,Canada,Green-Winged Teal/Avian,True,New Brunswick,A/green-winged teal/New Brunswick/02593/2007,H3N8
52,2007-09-04,USA,Northern Shoveler/Avian,False,Interior Alaska,A/northern shoveler/Interior Alaska/7MP1766/2007,H3N8
53,2009-09-12,USA,Northern Pintail/Avian,False,Minnesota,A/northern pintail/Minnesota/AI09-4322/2009,H3N8
54,2008-10-19,USA,Mallard/Avian,True,California,A/mallard/California/8118/2008,H11N9
55,2007-09-18,Canada,American Black Duck/Avian,False,New Brunswick,A/American black duck/New Brunswick/02496/2007,H3N8
56,2011-05-01,China,Chicken/Avian,False,Shandong,A/chicken/Shandong/05/2011,H9N2
57,2008-10-29,USA,Greater White-Fronted Goose/Avian,False,California,A/greater white-fronted goose/California/6365/2008,H6N1
58,2009-09-28,USA,Mallard/Avian,False,New Jersey,A/mallard/New Jersey/AI09-6434/2009,H6N2
59,2010-05-14,USA,Northern Pintail/Avian,False,Interior Alaska,A/northern pintail/Interior Alaska/10BM00303R0/2010,H3N8
60,2008-01-01,China,Chicken/Avian,True,Hebei,A/chicken/Hebei/TS/2008,H9N2
61,2009-06-22,Russia,Grebe/Avian,False,Tyva,A/grebe/Tyva/3/2009,H5N1
62,2010-07-30,USA,Mallard/Avian,False,California,A/mallard/California/1297/2010,H4N6
63,2010-08-12,Canada,American Black Duck/Avian,False,New Brunswick,A/American black duck/New Brunswick/00500/2010,H3N8
64,2010-08-15,Canada,American Black Duck/Avian,False,New Brunswick,A/American black duck/New Brunswick/00587/2010,H4N6
65,2009-08-16,USA,Northern Pintail/Avian,False,Interior Alaska,A/northern pintail/Interior Alaska/9BM10218R0/2009,H10N7
66,2009-05-20,USA,Shorebird/Avian,False,Delaware,A/shorebird/Delaware/300/2009,H1N1
67,2009-08-12,USA,Northern Pintail/Avian,False,Interior Alaska,A/northern pintail/Interior Alaska/9BM9153R0/2009,H3N8
68,2009-11-11,,Blue-Winged Teal/Avian,False,Guatemala,A/blue-winged teal/Guatemala/CIP049-11/2009,H11N2
69,2007-10-18,,Mallard/Avian,False,Sweden,A/mallard/Sweden/68583/2007,H4N6
70,2011-10-14,,Duck/Avian,True,Japan,A/duck/Japan/11OG1083/2011,H5N2
71,2007-08-11,Canada,American Black Duck/Avian,True,New Brunswick,A/American black duck/New Brunswick/02399/2007,Mixed
72,2007-05-10,USA,Least Sandpiper/Avian,False,South Central Alaska,A/least sandpiper/South Central Alaska/7KW0434/2007,H4N8
73,2009-10-05,USA,American Black Duck/Avian,True,Wisconsin,A/American black duck/Wisconsin/2542/2009,H4N2
74,2011-10-30,USA,Mallard/Avian,False,Wisconsin,A/mallard/Wisconsin/11OS3577/2011,H6N5
75,2007-11-04,USA,Northern Shoveler/Avian,True,California,A/northern shoveler/California/44363-082/2007,H11N9
76,2010-11-01,China,Chicken/Avian,False,Hebei,A/chicken/Hebei/ZR/2010,H9N2
77,2011-01-21,China,Chicken/Avian,False,Jiangsu,A/chicken/Jiangsu/B20/2011,H9N2
78,2007-09-19,Canada,American Black Duck/Avian,False,New Brunswick,A/American black duck/New Brunswick/02726/2007,H4N6
79,2012-03-23,China,Duck/Avian,True,Hunan,A/duck/Hunan/S1256/2012,H3N8
80,2009-07-29,USA,Northern Pintail/Avian,False,Interior Alaska,A/northern pintail/Interior Alaska/9BM5053R0/2009,H10N7
81,2008-11-16,,Mallard/Avian,False,Sweden,A/mallard/Sweden/79984/2008,H11N9
82,2009-08-15,USA,Mallard/Avian,False,Interior Alaska,A/mallard/Interior Alaska/9BM9983R0/2009,H4N6
83,2009-07-13,USA,Mallard/Avian,False,Interior Alaska,A/mallard/Interior Alaska/9BM2536R0/2009,H4N6
84,2010-12-12,USA,Gadwall/Avian,False,Missouri,A/gadwall/Missouri/10OS4731/2010,H7N3
85,2007-10-28,USA,Northern Shoveler/Avian,False,California,A/northern shoveler/California/HKWF216/2007,H6N1
86,2008-09-04,USA,Blue-Winged Teal/Avian,True,Minnesota,A/blue-winged teal/Minnesota/Sg-00899/2008,H10N6
87,2007-12-02,USA,Northern Shoveler/Avian,True,California,A/northern shoveler/California/HKWF1128C/2007,H2N7
88,2008-11-08,USA,American Wigeon/Avian,False,California,A/American wigeon/California/8910/2008,H6N1
89,2011-09-25,,Blue-Winged Teal/Avian,False,Canada,A/blue-winged teal/Canada/3304/2011,H4N6
90,2009-05-21,USA,Shorebird/Avian,False,Delaware Bay,A/shorebird/Delaware Bay/500/2009,H10N7
91,2008-12-01,China,Chicken/Avian,False,Henan,A/chicken/Henan/12/2008,H9N2
92,2009-02-03,USA,Green-Winged Teal/Avian,False,Texas,A/American green winged teal/Texas/A00604024/2009,H7N3
93,2010-08-06,USA,Mallard/Avian,False,Interior Alaska,A/mallard/Interior Alaska/10BM09164R0/2010,H3N8
94,2007-09-19,Canada,Mallard-Black Duck Hybrid/Avian,False,New Brunswick,A/mallard-black duck hybrid/New Brunswick/02724/2007,H4N6
95,2009-07-15,USA,Mallard/Avian,False,Interior Alaska,A/mallard/Interior Alaska/9BM2705R0/2009,H8N4
96,2010-09-14,Canada,American Black Duck/Avian,False,New Brunswick,A/American black duck/New Brunswick/00909/2010,H10N7
97,2010-01-28,,Chicken/Avian,False,Cambodia,A/chicken/Cambodia/TKCMB5T/2010,H5N1
98,2007-08-29,USA,Mallard/Avian,True,Washington,A/mallard/Washington/44338-012/2007,H4N6
99,2007-09-05,USA,Northern Shoveler/Avian,False,Interior Alaska,A/northern shoveler/Interior Alaska/4/2007,H3N8
100,2007-01-28,USA,Gadwall/Avian,False,California,A/gadwall/California/29595/2007,H10N7
101,2009-09-29,USA,Mallard/Avian,False,New Jersey,A/mallard/New Jersey/AI09-5121/2009,H3N8
102,2009-10-17,USA,Blue-Winged Teal/Avian,False,Wisconsin,A/blue-winged teal/Wisconsin/2665/2009,H4N2
103,2007-09-20,Canada,Green-Winged Teal/Avian,True,New Brunswick,A/green-winged teal/New Brunswick/02595/2007,H3N8
104,2007-09-10,USA,Mallard/Avian,False,Interior Alaska,A/mallard/Interior Alaska/7MP1050R1/2007,H4N6
105,2008-09-25,USA,Mallard/Avian,False,Minnesota,A/mallard/Minnesota/AI08-5469/2008,H7N3
106,2010-08-12,Canada,American Black Duck/Avian,False,New Brunswick,A/American black duck/New Brunswick/00470/2010,H4N6
107,2009-07-10,USA,Mallard/Avian,False,Interior Alaska,A/mallard/Interior Alaska/9BM2168/2009,H4N6
108,2007-08-25,Canada,American Black Duck/Avian,False,Nova Scotia,A/American black duck/Nova Scotia/02317/2007,H4N6
109,2009-08-17,USA,Northern Pintail/Avian,False,Interior Alaska,A/northern pintail/Interior Alaska/9BM10987R0/2009,H3N8
110,2008-08-06,USA,Mute Swan/Avian,False,Rhode Island,A/mute swan/Rhode Island/A00325117/2008,H7N3
111,2011-01-14,USA,Northern Shoveler/Avian,False,Mississippi,A/northern shoveler/Mississippi/11OS202/2011,H7N7
112,2009-08-06,USA,Northern Pintail/Avian,False,Interior Alaska,A/northern pintail/Interior Alaska/9BM7050R0/2009,H3N8
113,2010-05-22,China,Duck/Avian,False,Hubei,A/duck/Hubei/10/2010,H6N6
114,2009-05-26,USA,Ruddy Turnstone/Avian,False,New Jersey,A/ruddy turnstone/New Jersey/AI09-626/2009,H1N1
115,2010-08-12,Canada,Mallard/Avian,False,Alberta,A/mallard/Alberta/192/2010,H7N3
116,2010-09-08,USA,Northern Shoveler/Avian,False,Interior Alaska,A/northern shoveler/Interior Alaska/10BM16764R0/2010,H9N2
117,2009-12-11,USA,Mallard/Avian,True,Arkansas,A/mallard/Arkansas/AI09-5649/2009,H9N2
118,2009-06-04,USA,Shorebird/Avian,True,Delaware Bay,A/shorebird/Delaware Bay/707/2009,H6N2
119,2012-01-17,USA,Northern Shoveler/Avian,False,Mississippi,A/northern shoveler/Mississippi/12OS362/2012,H7N7
120,2012-09-08,USA,Blue-Winged Teal/Avian,False,Ohio,A/blue-winged teal/Ohio/12OS2244/2012,H4N6
121,2008-05-17,USA,Shorebird/Avian,False,Delaware Bay,A/shorebird/Delaware Bay/446/2008,H4N6
122,2007-02-03,USA,Cinnamon Teal/Avian,True,California,A/cinnamon teal/California/44287-659/2007,H10N3
123,2009-11-03,,Mallard/Avian,False,Sweden,A/mallard/Sweden/101010/2009,H4N6
124,2012-01-17,USA,Mallard/Avian,False,Mississippi,A/mallard/Mississippi/12OS361/2012,H11N9
125,2010-09-13,Canada,Mallard/Avian,False,New Brunswick,A/mallard/New Brunswick/00854/2010,H4N6
126,2012-01-07,USA,Green-Winged Teal/Avian,False,California,A/green-winged teal/California/96/2012,H1N1
127,2010-12-12,USA,Northern Shoveler/Avian,False,Missouri,A/northern shoveler/Missouri/10OS4718/2010,H10N7
128,2009-08-16,USA,Northern Pintail/Avian,False,Interior Alaska,A/northern pintail/Interior Alaska/9BM10236R0/2009,H10N7
129,2012-08-24,USA,Mallard/Avian,False,California,A/mallard/California/3381/2012,H2N3
130,2009-08-08,USA,Northern Pintail/Avian,False,Interior Alaska,A/northern pintail/Interior Alaska/9BM7846R0/2009,H10N7
131,2010-01-10,USA,Northern Shoveler/Avian,False,Mississippi,A/northern shoveler/Mississippi/252/2010,H10N7
132,2010-08-08,Canada,American Black Duck/Avian,False,New Brunswick,A/American black duck/New Brunswick/00321/2010,H1N1
133,2010-03-21,China,Duck/Avian,False,Eastern China,A/duck/Eastern China/L0321/2010,H5N2
134,2008-03-01,China,Chicken/Avian,False,Shandong,A/chicken/Shandong/03/2008,H9N2
135,2011-10-22,USA,Northern Shoveler/Avian,False,Illinois,A/northern shoveler/Illinois/11OS4707/2011,H4N6
136,2007-06-05,,Ostrich/Avian,False,South Africa,A/Egyptian goose/South Africa/AI1448/2007,H1N8
137,2009-08-19,USA,Northern Pintail/Avian,False,Interior Alaska,A/northern pintail/Interior Alaska/9BM11917R0/2009,H8N4
138,2012-11-12,China,Chicken/Avian,False,Zhejiang,A/chicken/Zhejiang/JX42/2012,H9N2
139,2011-09-09,USA,Mallard/Avian,False,Interior Alaska,A/mallard/Interior Alaska/11ML00030/2011,H4N6
140,2009-08-17,USA,Northern Pintail/Avian,False,Interior Alaska,A/northern pintail/Interior Alaska/9BM10969R0/2009,H3N8
141,2009-08-18,USA,Mallard/Avian,False,Interior Alaska,A/mallard/Interior Alaska/9BM11351R0/2009,H10N7
142,2007-08-16,USA,Ruddy Turnstone/Avian,True,New Jersey,A/ruddy turnstone/New Jersey/AI07-839/2007,H12N1
143,2011-10-01,USA,Blue-Winged Teal/Avian,False,Wisconsin,A/blue-winged teal/Wisconsin/11OS2657/2011,H4N6
144,2008-10-25,USA,Green-Winged Teal/Avian,False,Illinois,A/American green-winged teal/Illinois/08OS2311/2008,Mixed
145,2009-05-21,USA,Shorebird/Avian,False,Delaware Bay,A/shorebird/Delaware Bay/512/2009,H10N7
146,2012-08-19,USA,Mallard/Avian,False,Interior Alaska,A/mallard/Interior Alaska/12ML00034/2012,H3N8
147,2011-11-01,,Goose/Avian,True,Iceland,A/greylag goose/Iceland/1459/2011,H6N5
148,2010-10-01,USA,Mallard/Avian,False,Wisconsin,A/mallard/Wisconsin/10OS2667/2010,H11N9
149,2010-11-21,USA,Northern Pintail/Avian,False,Illinois,A/northern pintail/Illinois/10OS3959/2010,H7N3
150,2009-05-20,USA,Shorebird/Avian,False,Delaware Bay,A/shorebird/Delaware Bay/343/2009,H10N7
151,2012-03-07,USA,Blue-Winged Teal/Avian,False,Texas,A/blue-winged teal/Texas/AI12-909/2012,H7N1
152,2007-08-29,USA,Mallard/Avian,False,Washington,A/mallard/Washington/44338-009/2007,H6N1
153,2008-09-26,USA,Northern Pintail/Avian,False,Interior Alaska,A/northern pintail/Interior Alaska/8BM3700/2008,H3N8
154,2010-03-05,China,Chicken/Avian,False,Guangdong,A/chicken/Guangdong/S1414/2010,H6N6
155,2009-08-04,USA,Blue-Winged Teal/Avian,False,Minnesota,A/blue-winged Teal/Minnesota/AI09-2389/2009,H4N6
156,2009-12-18,USA,Mallard/Avian,False,Illinois,A/mallard/Illinois/A00755320/2009,H7N3
157,2008-08-06,USA,Mallard/Avian,False,Maryland,A/mallard/Maryland/08OS1356/2008,H1N1
158,2008-08-06,USA,Mallard/Avian,False,Maryland,A/mallard/Maryland/08OS1365/2008,H1N1
159,2011-10-23,USA,Mallard/Avian,False,Wisconsin,A/mallard/Wisconsin/11OS3481/2011,H4N6
160,2009-09-06,USA,American Green-Winged Teal/Avian,False,Interior Alaska,A/American green-winged teal/Interior Alaska/9BM12714R1/2009,H3N8
161,2009-10-28,China,Duck/Avian,True,Jiangxi,A/migratory duck/Jiangxi/21248/2009,H10N8
162,2008-11-09,USA,American Wigeon/Avian,False,Louisiana,A/American wigeon/Louisiana/Sg-01032/2008,H6N2
163,2007-10-07,USA,American Wigeon/Avian,True,California,A/American wigeon/California/HKWF371/2007,H6N5
164,2008-09-25,USA,Mallard/Avian,False,Minnesota,A/mallard/Minnesota/Sg-01047/2008,H6N1
165,2012-08-24,USA,Mallard/Avian,False,California,A/mallard/California/3460/2012,H4N6
166,2007-08-03,USA,Mallard/Avian,False,Minnesota,A/mallard/Minnesota/Sg-00064/2007,H3N8
167,2012-12-23,China,Duck/Avian,False,Jiangxi,A/duck/Jiangxi/27314/2012,H10N7
168,2012-09-07,USA,Blue-Winged Teal/Avian,False,Ohio,A/blue-winged teal/Ohio/12OS2229/2012,H3N6
169,2009-11-30,USA,Mallard/Avian,False,Illinois,A/mallard/Illinois/4180/2009,H6N1
170,2009-10-17,USA,Mallard/Avian,False,Wisconsin,A/mallard/Wisconsin/2653/2009,H4N6
171,2009-10-17,USA,Green-Winged Teal/Avian,True,Illinois,A/American green-winged teal/Illinois/3054/2009,H1N2
172,2009-08-09,Canada,American Black Duck/Avian,False,New Brunswick,A/American black duck/New Brunswick/03395/2009,H3N8
173,2009-10-07,,Mallard/Avian,False,Sweden,A/mallard/Sweden/100049/2009,H4N6
174,2009-01-09,,Duck/Avian,True,Taiwan,A/duck/Taiwan/DV1242/2009,H5N2
175,2011-06-11,China,Duck/Avian,False,Eastern China,A/duck/Eastern China/L0611/2011,H5N8
176,2009-09-10,China,Chicken/Avian,False,Tibet,A/chicken/Tibet/S1/2009,H9N2
177,2009-08-03,USA,Green-Winged Teal/Avian,False,Interior Alaska,A/American green-winged teal/Interior Alaska/9BM6225R0/2009,H10N7
178,2007-09-07,USA,Northern Shoveler/Avian,False,Interior Alaska,A/northern shoveler/Interior Alaska/3/2007,H3N8
179,2011-12-01,USA,Mallard/Avian,False,Maine,A/mallard/Maine/202/2011,H1N1
180,2009-08-06,USA,Northern Pintail/Avian,False,Interior Alaska,A/northern pintail/Interior Alaska/9BM7044R0/2009,H3N8
181,2007-08-29,USA,Mallard/Avian,True,Washington,A/mallard/Washington/44338-016/2007,H4N6
182,2012-10-13,USA,Blue-Winged Teal/Avian,False,Ohio,A/mallard/Ohio/12OS4697/2012,H11N9
183,2012-03-10,China,Sparrow/Avian,False,Guangxi,A/sparrow/Guangxi/GXs-1/2012,H1N2
184,2008-01-26,USA,Green-Winged Teal/Avian,False,California,A/green winged teal/California/AKS1305/2008,H11N9
185,2010-04-21,Egypt,Chicken/Avian,False,Menofia,A/chicken/Menofia/CAI35/2010,H5N1
186,2010-11-13,USA,Mallard/Avian,False,Wisconsin,A/mallard/Wisconsin/10OS3866/2010,H3N6
187,2007-09-20,Canada,Green-Winged Teal/Avian,True,New Brunswick,A/green-winged teal/New Brunswick/02596/2007,H3N8
188,2009-08-11,USA,Northern Pintail/Avian,False,Interior Alaska,A/northern pintail/Interior Alaska/9BM8803R0/2009,H4N6
189,2010-08-16,Canada,American Black Duck/Avian,False,New Brunswick,A/American black duck/New Brunswick/00620/2010,H3N6
190,2010-10-17,USA,Mallard/Avian,False,Iowa,A/mallard/Iowa/10OS2752/2010,H11N9
191,2010-12-28,South Korea,Duck/Avian,False,Korea,A/mandarin duck/Korea/PSC24-24/2010,H5N1
192,2009-12-03,,Mallard/Avian,False,Sweden,A/mallard/Sweden/105536/2009,H10N1
193,2009-09-28,USA,Mallard/Avian,False,New Jersey,A/mallard/New Jersey/AI09-6426/2009,H4N9
194,2011-10-25,,Gull/Avian,False,Iceland,A/great black-backed gull/Iceland/1393/2011,H2N5
195,2008-11-25,USA,American Black Duck/Avian,False,Maryland,A/American black duck/Maryland/08OS1725/2008,H8N4
196,2011-11-22,China,Duck/Avian,False,Guangdong,A/duck/Guangdong/S4040/2011,H4N2
197,2010-12-02,,Chicken/Avian,False,China,A/chicken/China/AH-10-01/2010,H9N2
198,2009-06-03,USA,Ruddy Turnstone/Avian,False,New Jersey,A/ruddy turnstone/New Jersey/AI09-1251/2009,H10N7
199,2012-07-16,USA,Mallard/Avian,False,California,A/mallard/California/2840/2012,H2N3
200,2008-10-31,USA,Mallard/Avian,True,Wisconsin,A/mallard/Wisconsin/08OS2841/2008,H2N3
201,2010-01-31,,Blue-Winged Teal/Avian,False,Guatemala,A/blue-winged teal/Guatemala/CIP049-05/2010,H3N8
202,2011-03-09,China,Duck/Avian,False,Zhejiang,A/duck/Zhejiang/S1134/2011,H6N6
203,2011-12-30,Viet Nam,Duck/Avian,False,Vietnam,A/duck/Vietnam/NCVD-KA25/2011,H5N1
204,2008-08-06,USA,Mute Swan/Avian,False,Rhode Island,A/mute swan/Rhode Island/A00325115/2008,H7N3
205,2010-10-14,Japan,Duck/Avian,False,Hokkaido,A/duck/Hokkaido/WZ83/2010,H5N1
206,2012-09-07,USA,Blue-Winged Teal/Avian,True,Ohio,A/blue-winged teal/Ohio/12OS2138/2012,H10N9
207,2009-01-18,USA,Northern Pintail/Avian,False,Texas,A/northern pintail/Texas/A00466052/2009,H7N3
208,2009-05-15,USA,Shorebird/Avian,False,Delaware Bay,A/shorebird/Delaware Bay/55/2009,H10N7
209,2012-09-01,USA,Blue-Winged Teal/Avian,False,Ohio,A/blue-winged teal/Ohio/12OS2106/2012,H4N6
210,2009-05-07,China,Chicken/Avian,False,Guangdong,A/chicken/Guangdong/S2346/2009,H6N2
211,2010-08-12,Canada,Mallard/Avian,False,Alberta,A/mallard/Alberta/167/2010,H7N3
212,2009-05-20,USA,Shorebird/Avian,True,Delaware Bay,A/shorebird/Delaware Bay/351/2009,H1N9
213,2012-08-31,Viet Nam,Duck/Avian,False,Soc Trang,A/duck/Soc Trang/8/2012,H5N1
214,2009-01-24,USA,Blue-Winged Teal/Avian,False,Louisiana,A/blue winged teal/Louisiana/A00557206/2009,H7N7
215,2009-07-16,USA,Northern Shoveler/Avian,False,Interior Alaska,A/northern shoveler/Interior Alaska/9BM2925R0/2009,H8N4
216,2010-07-31,USA,Mallard/Avian,False,Interior Alaska,A/mallard/Interior Alaska/10BM06911R0/2010,H7N3
217,2010-07-31,USA,Mallard/Avian,False,Interior Alaska,A/mallard/Interior Alaska/10BM06835R0/2010,H3N8
218,2010-12-11,USA,Mallard/Avian,False,Mississippi,A/mallard/Mississippi/10OS4593/2010,H1N2
219,2009-07-18,USA,Mallard/Avian,False,Interior Alaska,A/mallard/Interior Alaska/9BM3076R0/2009,H10N7
220,2009-08-02,USA,Northern Pintail/Avian,False,Interior Alaska,A/northern pintail/Interior Alaska/9BM6040R0/2009,H4N6
221,2011-08-12,USA,Mallard/Avian,False,California,A/mallard/California/2563P/2011,H4N6
222,2009-07-01,USA,Mallard/Avian,False,Interior Alaska,A/mallard/Interior Alaska/9BM1869/2009,H4N6
223,2009-01-09,USA,Green-Winged Teal/Avian,False,Mississippi,A/American green-winged teal/Mississippi/09OS046/2009,H7N7
224,2009-01-16,USA,Green-Winged Teal/Avian,True,Utah,A/American green winged teal/Utah/A00468772/2009,H7N7
225,2010-09-07,Canada,Blue-Winged Teal/Avian,False,Nova Scotia,A/blue-winged teal/Nova Scotia/00069/2010,H3N8
226,2007-09-04,USA,Mallard/Avian,False,Washington,A/mallard/Washington/44338-039/2007,H6N1
227,2011-08-12,USA,Mallard/Avian,False,California,A/mallard/California/2550P/2011,H3N8
228,2011-02-01,China,Chicken/Avian,False,Shandong,A/chicken/Shandong/B2/2011,H9N2
229,2011-10-29,USA,Green-Winged Teal/Avian,False,Wisconsin,A/American green-winged teal/Wisconsin/11OS3499/2011,H10N7
230,2010-01-16,USA,Mallard/Avian,False,Mississippi,A/mallard/Mississippi/329/2010,H10N7
231,2008-05-18,USA,Shorebird/Avian,False,Delaware Bay,A/shorebird/Delaware Bay/586/2008,H10N7
232,2010-09-10,Canada,American Black Duck/Avian,False,Nova Scotia,A/American black duck/Nova Scotia/00094/2010,H1N1
233,2011-05-04,USA,Goose/Avian,False,Interior Alaska,A/goose/Interior Alaska/11PG00149/2011,H6N1
234,2007-09-01,USA,Duck/Avian,False,Interior Alaska,A/duck/Interior Alaska/7MP1550/2007,H4N6
235,2007-09-25,Canada,American Black Duck/Avian,False,New Brunswick,A/American black duck/New Brunswick/02531/2007,H4N6
236,2008-08-18,USA,Northern Pintail/Avian,False,Interior Alaska,A/northern pintail/Interior Alaska/8BM3137/2008,H8N4
237,2008-06-30,Egypt,Chicken/Avian,False,Giza,A/chicken/Giza/CAI22/2008,H5N1
238,2011-09-01,USA,Green-Winged Teal/Avian,False,Interior Alaska,A/American green-winged teal/Interior Alaska/11BM03657/2011,H3N8
239,2008-11-21,,Mallard/Avian,False,Sweden,A/mallard/Sweden/80260/2008,H4N6
240,2011-11-05,USA,Mallard/Avian,False,Wisconsin,A/mallard/Wisconsin/11OS4292/2011,H11N9
241,2011-11-20,,Crow/Avian,False,India,A/crow/India/11CA01/2011,H5N1
242,2010-04-21,Egypt,Chicken/Avian,False,Menofia,A/chicken/Menofia/CAI36/2010,H5N1
243,2007-09-03,USA,Northern Shoveler/Avian,True,Alaska,A/northern shoveler/Alaska/7MP1708/2007,H3N8
244,2012-10-13,USA,Blue-Winged Teal/Avian,False,Wisconsin,A/blue winged-teal/Wisconsin/12OS4239/2012,H3N2
